,Agency,Avg Days Till Completion
2311,Spartanburg County Sheriff,08 days 20:00:00
2312,Spearfish Police Department,07 days 23:47:04
2313,Spencer Village Police Department,084 days 05:21:44
2314,Spokane County Sheriff's Office,093 days 06:48:27
2315,Spokane Police Department,134 days 08:45:44
2316,Spokane Valley Police Department,078 days 09:16:41
2317,Spotswood Police Department,05 days 20:00:00
2318,Spotsylvania County Sheriff,07 days 07:30:00
2319,Springdale Police Department,124 days 11:40:00
2320,Springfield Police Department,107 days 06:59:03
2321,"Springfield, Oregon - Police Department",03 days 12:25:05
2322,St Charles Parish Sheriff,024 days 15:00:00
2323,St Cloud Police Department,055 days 19:30:00
2324,St James Parish Sheriff's Office,013 days 20:00:00
2325,St John the Baptist Parish Sheriff's Office,017 days 20:00:00
2326,St Johns County Sheriff's Department,055 days 19:00:00
2327,St Johns County Sheriff's Office,019 days 19:00:00
2328,St Landry Parish Sheriff's Office,909 days 10:49:50
2329,St Lucie County Sheriff's Office,00 days 19:00:00
2330,St Martin Parish Sheriff's Office,00 days 20:00:00
2331,St Mary Parish Sheriff's Office,013 days 20:00:00
2332,St Michaels Police Department FOIA,422 days 09:48:53
2333,St Paul Police Department,051 days 07:30:34
2334,St. Anthony Police Department,036 days 12:47:49
2335,St. Charles Police Department,01 days 16:36:23
2336,St. Clair Sheriff's Department,064 days 13:17:00
2337,St. Cloud Police Department,044 days 19:00:00
2338,St. Croix County Sheriff's Office,09 days 15:32:54
2339,St. George Police Department,233 days 07:57:52
2340,St. Johns County Sheriff's Office,402 days 11:20:10
2341,St. Johnsville Village Police Department,040 days 04:05:55
2342,St. Lawrence County Sheriff,019 days 02:02:46
2343,St. Louis County Police Department,035 days 09:57:34
2344,St. Louis County Sheriff,06 days 02:26:49
2345,St. Louis Metropolitan Police Department,086 days 18:52:59
2346,"St. Louis Park Police Department, St. Louis Park",030 days 13:49:15
2347,St. Marys County Sheriff,021 days 19:52:46
2348,St. Matthews Police Department,022 days 17:08:48
2349,St. Petersburg Police Department,022 days 11:40:22
2350,St. Regis Mohawk Tribal Police Department,028 days 07:44:16
2351,Stafford County Sheriff's Office,05 days 19:40:00
2352,Stallion Springs Police Department,021 days 18:01:49
2353,Stamford Police Department,181 days 11:36:37
2354,"Stanford University Department Of Public Safety, Stanford",325 days 18:18:29
2355,Stanislaus County Sheriff's Department,013 days 08:26:10
2356,Stanly County Sheriff's Office,044 days 01:56:01
2357,Stark County Sheriff,075 days 09:37:17
2358,State College Area Police Department,165 days 22:40:58
2359,Staunton City Police Department,05 days 01:16:55
2360,Stephenson County Sheriff,02 days 13:47:00
2361,Sterling Heights Police Department,177 days 02:48:56
2362,Steuben County Sheriff's Office,07 days 22:04:30
2363,Stevens County Sheriff's Office,036 days 18:51:20
2364,Stewart County Sheriff's Office,086 days 21:11:12
2365,Stockport Police Department,040 days 08:25:44
2366,Stockton Police Department,070 days 10:30:20
2367,Stockton Unified School District Police Department,221 days 22:23:17
2368,Stone County Sheriff,05 days 20:00:00
2369,Stone County Sheriff's Office,1106 days 18:26:02
2370,Stoneham Police Department,02 days 07:00:00
2371,Stony Point Town Police Department,166 days 05:20:57
2372,Storey County Sheriff's Office,01 days 03:56:38
2373,Strafford County Sheriff,019 days 20:00:00
2374,Stratford Police Department,426 days 03:17:54
2375,Strathmoor Village Police Department,02 days 14:51:53
2376,Sublette County Sheriff's Office,417 days 22:42:13
2377,"Sudbury, Ma Police Department",108 days 15:12:18
2378,Suffern Village Police Department,104 days 10:02:47
2379,Suffolk County Police Department,137 days 19:23:24
2380,Suffolk County Sheriff's Department,157 days 00:00:25
2381,Suffolk County Sheriff's Office,132 days 12:33:29
2382,Suffolk University Police,267 days 20:00:00
2383,Sullivan County Sheriff,07 days 20:00:00
2384,Sullivan County Sheriff's Office,05 days 22:26:56
2385,Summit Count Sheriff,012 days 19:10:46
2386,Sumner County Sheriff's Office,037 days 19:00:00
2387,Sumter County Sheriff's Office,058 days 20:38:45
2388,Sunny Isles Beach Police Department,017 days 23:27:50
2389,Sunnyside Police Department Records,02 days 15:05:08
2390,Sunrise Police Department,141 days 22:30:15
2391,Surfside Police Department,332 days 10:23:26
2392,Surprise Police Department,061 days 18:15:33
2393,Surry County Sheriff's Office,166 days 08:54:16
2394,Susanville Police Department,020 days 20:39:10
2395,Susquehanna Regional Police Department,480 days 20:00:00
2396,Sussex County Sheriff,380 days 17:31:52
2397,Sutter County Sheriff's Office,07 days 14:34:30
2398,Sutton Police Department,038 days 19:34:18
2399,Suwannee county sheriff's office,041 days 18:52:06
2400,Swampscott Police Department,08 days 19:00:00
2401,Swansea Police Department,014 days 20:00:00
2402,Sweetwater County Sheriff,684 days 20:30:32
2403,Sweetwater Police Department,250 days 20:34:51
2404,Swissvale Police Department,041 days 21:10:47
2405,Syracuse Police Department,072 days 10:03:20
2406,Tacoma Police Department,118 days 03:34:22
2407,Taft Police Department,06 days 23:37:32
2408,Taliaferro County Sheriff's Office,038 days 07:25:02
2409,Tallahassee Police Department,127 days 05:59:12
2410,Tampa Police Department,163 days 08:01:48
2411,Taney County Sheriff,427 days 10:59:50
2412,Tangipahoa Parish Sheriff's Office,011 days 20:00:00
2413,Tarpon Springs Police Department,074 days 20:00:00
2414,Tarrant County Sheriff's Office,09 days 15:56:17
2415,Tarrytown Village Police Department,111 days 04:35:10
2416,Tattnall County Sheriff's Office,022 days 22:34:54
2417,Taunton Police Department,011 days 22:12:00
2418,Taylor County Sheriff,02 days 20:00:00
2419,Taylor County Sheriff's Office,124 days 22:45:14
2420,Tazewell County Sheriff,03 days 23:02:13
2421,Tehachapi Police Department,013 days 06:51:20
2422,Tehama County Sheriff's Office,042 days 01:14:06
2423,Tempe Police Department,120 days 20:34:02
2424,Tensas Parish Sheriff's Office,481 days 07:15:36
2425,Terre Haute Police Department,08 days 18:07:27
2426,Terrebonne Parish Sheriff's Office,06 days 00:12:28
2427,Teton County Sheriff's Office,021 days 13:05:08
2428,Tewksbury Police Department,013 days 10:48:51
2429,Texas County Sheriff's Office,074 days 08:24:07
2430,Texas Department Of Public Safety,016 days 07:40:09
2431,Texas Department of Public Safety,027 days 13:23:52
2432,The Borough of Downingtown Police Department,034 days 20:00:00
2433,Theresa Village Police Department,069 days 19:19:16
2434,Thomasville Police Department GA,277 days 11:51:12
2435,Thornton Police Department,045 days 08:51:17
2436,Thurston County Sheriff,026 days 08:52:40
2437,Tiburon Police Department,023 days 08:44:22
2438,Ticonderoga Town Police Department,070 days 09:55:53
2439,Tifton Police Department,043 days 09:14:46
2440,Tigard Police Department,012 days 20:00:00
2441,Tioga County Sheriff,07 days 19:08:43
2442,Tippah County Sheriff's Department,027 days 08:25:55
2443,Titusville Police Department,024 days 09:14:24
2444,Tiverton Police Department,04 days 08:00:00
2445,Toledo Police Department,097 days 20:25:39
2446,Tom Green County Sheriff,06 days 20:00:00
2447,Tompkins County Sheriff Office,022 days 21:35:39
2448,Toms River Police Department,08 days 16:32:29
2449,Tonawanda Town Police Department,019 days 11:22:07
2450,Tonganoxie Police Department,265 days 12:26:18
2451,Topeka Police Department,013 days 02:07:06
2452,Torrance Police Department,053 days 22:27:29
2453,Torrington Police Department,099 days 17:57:24
2454,Town of Beloit Police Department,011 days 19:00:00
2455,Town of Vienna Police Department,08 days 05:27:10
2456,Towns County Sheriff's Office,052 days 07:25:02
2457,Townsend Police Department,027 days 00:24:40
2458,"Towson Police Department, Towson",043 days 01:09:14
2459,Tracy Police Department,09 days 12:16:19
2460,Transylvania County Sheriff's Office,128 days 04:10:30
2461,Travis County Sheriff's Department,247 days 23:42:09
2462,"Trego County Sheriff's Office, Wakeeney Ks",00 days 23:25:13
2463,Trenton Police Department,030 days 08:00:00
2464,Treutlen County Sheriff's Office,022 days 07:25:02
2465,Trinidad Police Department,550 days 11:57:40
2466,Trinity County Sheriff,315 days 12:55:25
2467,Troup County Sheriff,065 days 00:56:00
2468,"Trousdale County Sheriff, Trousdale County",503 days 17:08:44
2469,Troy Police Department,036 days 21:10:32
2470,Trumbull Police Department,023 days 15:44:21
2471,Trussville Police Department,068 days 17:43:34
2472,Tuckahoe Police Department,265 days 11:14:04
2473,Tucson Police Department,126 days 02:00:21
2474,Tukwila Police Department,064 days 03:15:38
2475,Tulare County Sheriff,140 days 23:32:38
2476,Tulare County Sheriff's Office,029 days 19:00:00
2477,Tulare Police Department,037 days 00:35:17
2478,Tulsa County Sheriff,013 days 22:57:32
2479,Tulsa Police Department,102 days 11:33:52
2480,Tunnel Hill Police Department,220 days 13:29:50
2481,Tuolumne County Sheriff,031 days 19:13:27
2482,Turlock Police Department,029 days 04:38:51
2483,Turner County Sheriff's Office,015 days 19:42:29
2484,Tuscaloosa County Sheriff's Office,239 days 07:56:00
2485,Tuscaloosa Police Department,810 days 08:22:06
2486,Tustin Police Department,241 days 15:43:26
2487,Tuxedo Park Village Police Department,137 days 08:11:30
2488,Tuxedo Police Department,304 days 10:49:24
2489,Twiggs County Sheriff's Office,027 days 18:01:52
2490,Twin Falls County Sheriff,05 days 20:00:00
2491,Twin Falls Police Department,00 days 19:00:00
2492,Tybee Island Police Dept,05 days 15:08:06
2493,Tyler Police Department,136 days 19:17:55
2494,Tyrrell County Sheriff's Office,032 days 22:44:32
2495,UCI Public Safety,570 days 18:21:22
2496,UCLA Police Department,010 days 13:46:51
2497,UNC-Chapel Hill Department of Public Safety,059 days 01:55:04
2498,UVM Police,03 days 19:09:50
2499,Ukiah Police Department,013 days 08:21:18
2500,Ulster County Sheriff,051 days 14:09:09
2501,Ulster County Sheriffs Office,050 days 09:01:32
2502,Umatilla County Sheriff,00 days 20:00:00
2503,Union City Police Department,054 days 06:43:14
2504,Union County Sheriff,015 days 12:29:00
2505,Union County Sheriff's Department,034 days 14:38:08
2506,Union County Sheriff's Office,011 days 21:59:33
2507,Union County Sheriffs Office,031 days 21:05:01
2508,Union Parish Police Jury,024 days 20:00:00
2509,Union Parish Sheriff's Office,014 days 20:00:00
2510,Union county sheriff's office,01 days 00:51:24
2511,Uniontown Police Department,076 days 23:47:06
2512,University City Police Department,024 days 19:00:00
2513,University Of Connecticut Police Department,042 days 04:54:56
2514,University Of New Mexico Police Department,015 days 23:27:24
2515,University Of Pennsylvania Police Department,187 days 07:51:50
2516,University Of Wisconsin - Milwaukee Police Department,030 days 20:44:45
2517,University Park Police Department,014 days 20:43:09
2518,University of Alabama Police Department,014 days 19:00:00
2519,University of California Santa Barbara Police Department,012 days 05:44:14
2520,"University of California, Berkeley Police Department",236 days 20:26:37
2521,University of Central Florida Police Department,08 days 08:00:00
2522,University of Chicago Police Department,034 days 07:45:38
2523,University of Cincinnati Police Department,02 days 20:00:00
2524,University of Colorado-Boulder Police Department,09 days 19:00:00
2525,University of Kansas Medical Center Police Department,017 days 19:00:00
2526,University of Kentucky Police Department,017 days 20:00:00
2527,University of Maryland Department of Public Safety,046 days 19:00:00
2528,"University of Massachusetts, Amherst Police Department",015 days 01:46:57
2529,University of New Hampshire Police Department,02 days 16:11:37
2530,University of North Carolina at Charlotte Police & Public Safety,634 days 14:10:41
2531,University of North Carolina at Greensboro Police Department,728 days 02:31:08
2532,University of North Texas Police Department,155 days 19:00:00
2533,University of Oklahoma Police,019 days 20:00:00
2534,University of Washington Police,136 days 16:33:52
2535,Upland Police Department,021 days 23:07:07
2536,Upshur County Sheriff,015 days 20:00:00
2537,Utah County Sheriff's Office,09 days 08:20:52
2538,Utah Department of Public Safety,051 days 22:25:03
2539,Utica Police Department,141 days 17:37:17
2540,Uxbridge Police Department,023 days 16:17:56
2541,Vacaville Police Department,036 days 17:47:42
2542,Valdosta Police Department,04 days 08:53:34
2543,Vallejo Police Department,120 days 14:46:23
2544,Valley County Sheriff's Office,111 days 01:55:55
2545,Van Buren County Sheriff's Office,025 days 19:21:19
2546,Van Wert County Sheriff,01 days 19:30:00
2547,Vancouver Police Department,028 days 06:45:04
2548,Vanderburgh County Sheriff,031 days 09:42:58
2549,Veazie Police Department,017 days 20:00:00
2550,Venice Police Deparment,017 days 22:13:10
2551,Ventura County Sheriff's Department,067 days 08:09:42
2552,Ventura Police Department,153 days 00:45:20
2553,Vermilion County Sheriff,132 days 23:43:20
2554,Vermilion Parish Sheriff's Office,048 days 20:00:00
2555,Vermont State Police,047 days 23:50:19
2556,Vernon Hills Police Department,06 days 10:30:49
2557,Vernon Parish Sheriff's Office,847 days 15:50:40
2558,Verona Police Department,096 days 00:33:46
2559,Vestal Town Police Department,383 days 06:58:20
2560,Victoria County Sheriff,00 days 20:00:00
2561,Victorville Police Department,614 days 23:47:58
2562,Vigo County Sheriff,03 days 13:26:18
2563,Vilas County Sheriff's Office,011 days 17:55:19
2564,Villa Park Police Department,05 days 16:16:32
2565,Village Police Department,03 days 20:00:00
2566,Vineland Police Department,022 days 16:00:00
2567,Virginia Beach Police Department,143 days 10:57:05
2568,Virginia Military Institute Police,02 days 09:56:25
2569,Virginia State Police,013 days 23:07:27
2570,Virginia Tech Police Department,02 days 11:40:00
2571,Visalia Police Department,288 days 05:24:12
2572,Volusia County Sheriff's Office,061 days 05:04:21
2573,Waco Police Department,183 days 12:26:29
2574,Wadsworth Police Department,03 days 16:52:55
2575,Wahkiakum County Sheriff,08 days 09:56:10
2576,Wake County Sheriff's Department,203 days 19:28:27
2577,Wakefield Police Department,09 days 15:30:53
2578,Walker County Sheriff's Office,023 days 23:13:15
2579,Waller County Sheriff's Office,033 days 08:00:00
2580,Wallowa County Sheriff,058 days 20:00:00
2581,Walnut Creek Police Department,015 days 22:58:32
2582,Walpole Police Department,011 days 20:00:00
2583,Walthall County Sheriff's Department,510 days 23:16:14
2584,Waltham Police Department,034 days 19:00:00
2585,Walton County Sheriff,040 days 19:34:48
2586,Walton County Sheriff's Office,047 days 15:36:21
2587,Walworth County Sheriff's Department,434 days 19:00:00
2588,Walworth County Sheriffs Department,061 days 20:00:00
2589,Ward County Sheriff's Office,016 days 20:00:00
2590,Ware County Sheriff,012 days 20:00:00
2591,Ware Police Department,015 days 05:40:39
2592,Wareham Police Department,037 days 06:18:34
2593,Warner Police Department,06 days 18:58:48
2594,Warner Robins Police Department,019 days 01:22:12
2595,Warren County Sheriff,07 days 20:28:34
2596,Warren County Sheriff's Office,050 days 08:33:26
2597,Warren Police Department,019 days 00:21:59
2598,Warrenton Police Department,04 days 05:56:51
2599,Warsaw Police Department,014 days 20:00:00
2600,Warsaw Village Police Department,053 days 00:16:11
2601,Warwick Police Department,06 days 11:54:37
2602,Wasco County Sheriff,00 days 20:00:00
2603,Washington Association of Sheriffs and Police Chiefs,014 days 20:00:00
2604,Washington County Police Department,00 days 17:57:49
2605,Washington County Sheriff,118 days 00:03:11
2606,Washington County Sheriff's Department,025 days 07:30:00
2607,Washington County Sheriff's Office,052 days 14:19:05
2608,Washington Court House Police Department,049 days 08:00:00
2609,Washington Island Police Department,014 days 20:00:00
2610,Washington Parish Sheriff's Office,113 days 20:00:00
2611,"Washington Terrace, Utah - Public Safety",235 days 13:17:20
2612,Washington Township Police Department,044 days 11:58:20
2613,Washoe County Sheriff,049 days 09:32:46
2614,Washoe County Sheriffs Office,017 days 08:21:31
2615,Washtenaw County Sheriff,022 days 09:21:36
2616,Watauga County Sheriff's Office,057 days 02:14:19
2617,Watchung Police Department,04 days 19:00:00
2618,Waterford Town & Village Police Department,074 days 08:36:51
2619,Watertown Police Department,068 days 19:08:06
2620,Watervliet City Police Department,102 days 08:25:33
2621,Waukegan Police Department,014 days 23:40:48
2622,Waukesha County Sheriff,00 days 08:40:29
2623,Waukesha Police Department,066 days 19:15:37
2624,Waupaca County Sheriff,1125 days 14:22:13
2625,Waverly Village Police Department,102 days 14:43:45
2626,Waxahachie Police Department,031 days 16:22:57
2627,Wayland Village Police Department,089 days 09:24:24
2628,Wayne County Sheriff,199 days 09:48:09
2629,Wayne County Sheriff's Office,024 days 16:46:16
2630,Waynesboro Police Department,018 days 09:37:20
2631,Weare Police Department,06 days 03:50:28
2632,Webb County Sheriff,017 days 02:09:21
2633,Weber County Sheriff's Office,052 days 09:41:10
2634,Webster Groves Police Dept,04 days 00:49:35
2635,Webster Police Department,098 days 06:41:03
2636,Weedsport Village Police Department,237 days 14:49:06
2637,Weld County Sheriff,02 days 20:00:00
2638,Wellesley Police Department,022 days 12:31:36
2639,Wenatchee Police Department,032 days 20:06:42
2640,Wentworth Institute of Technology Police,036 days 19:00:00
2641,West Baton Rouge Parish Sheriff's Office,06 days 20:00:00
2642,West Caldwell Police Department,367 days 21:55:54
2643,West Carroll Parish Sheriff's Office,031 days 20:00:00
2644,West Carthage Village Police Department,041 days 08:50:17
2645,West Covina Police Department,018 days 19:17:43
2646,West Fargo Police Department,307 days 05:27:30
2647,West Feliciana Parish Sheriff's Office,035 days 20:00:00
2648,West Greenwich Police Department,029 days 20:00:00
2649,West Hartford Police Department,053 days 03:17:54
2650,West Hempfield Township Police,04 days 19:00:00
2651,West Hennepin Police Department (minnesota),06 days 13:34:33
2652,West Hollywood Sheriff's Department,148 days 06:20:35
2653,West Jordan Police Department,151 days 04:15:14
2654,West Lampeter Police,016 days 19:00:00
2655,West New York Police Department,019 days 08:00:00
2656,West Palm Beach Police Department,112 days 02:15:27
2657,West Richland Police Department,04 days 11:40:45
2658,West Sacramento Police Department,023 days 12:24:36
2659,West Seneca Town Police Department,014 days 03:00:52
2660,West Springfield Police Department,961 days 23:10:30
2661,West Union Police Department,255 days 19:00:00
2662,West Valley Police Department,031 days 01:06:00
2663,West Valley-Mission Community College District Police Department,013 days 02:47:29
2664,West Virginia Department of Military Affairs and Public Safety,06 days 19:00:00
2665,West Virginia Division of Protective Services (WV Capitol Police),037 days 19:09:36
2666,West Virginia State Police,049 days 19:30:57
2667,West Warwick Police Department,010 days 02:00:00
2668,West Wendover Police Department,030 days 11:37:32
2669,Westchester County Sheriff,098 days 06:02:24
2670,Westerly Police Department,05 days 02:00:00
2671,Westfield State University Public Safety,014 days 16:55:54
2672,Westfield Village Police Department,226 days 22:37:08
2673,Westhampton Beach Village Police Department,318 days 13:27:41
2674,Westminster Police Department,105 days 19:48:50
2675,Westmoreland County Sheriff,176 days 15:44:06
2676,Weston Police Department,024 days 18:54:43
2677,Wetumpka Police Department,027 days 19:50:58
2678,Wexford County Sheriff's Office,07 days 21:33:58
2679,Wharton Police Dept.,09 days 19:00:00
2680,Whatcom County Sheriff's Office,019 days 14:00:36
2681,Wheat Ridge Police,017 days 20:00:00
2682,Wheeling Police Department,021 days 19:00:00
2683,Wheelock College Department of Public Safety,2463 days 06:25:41
2684,White County Sheriff's Office,018 days 07:25:02
2685,White County Sheriffs Office,013 days 06:22:07
2686,White Plains Department of Public Safety,021 days 00:17:58
2687,Whitefish Bay Police Department,023 days 20:00:00
2688,Whitehall Village Police Department,082 days 09:28:17
2689,Whiteside County Sheriff's Office,105 days 16:49:01
2690,Whitfield County Sheriff's Office,09 days 16:26:00
2691,Whitman Police Department,014 days 20:16:25
2692,Whittier Police Department,022 days 00:09:18
2693,Wichita County Sheriff,00 days 20:00:00
2694,Wichita Falls Police Department,010 days 19:19:22
2695,Wichita Police Department,028 days 01:45:30
2696,Wilkes County Sheriff's Office,023 days 07:25:02
2697,Wilkinson County Sheriff's Office,013 days 16:34:10
2698,Williams Police Department,019 days 03:42:37
2699,Williamsburg Police Department,017 days 11:12:40
2700,Williamson County Sheriff,174 days 19:02:46
2701,Williamson County Sheriffs Office,048 days 18:00:38
2702,Williamsport Police Department,367 days 03:48:43
2703,Willimantic Police Department,08 days 20:00:00
2704,Willing Police Department,335 days 22:24:01
2705,Willits Police Department,071 days 18:51:06
2706,Wilmette Police Department,143 days 10:51:40
2707,Wilmington Police Department,053 days 20:55:51
2708,"Wilshire Community Police Station, Wilshire Park",041 days 20:08:51
2709,Wilson County Sheriff,138 days 14:31:36
2710,Wilton Police Department,011 days 19:00:00
2711,Winchester Police Department,173 days 00:19:19
2712,Windham Police Department,028 days 21:11:08
2713,Windsor Police Department,03 days 08:18:02
2714,Winn Parish Sheriff's Office,06 days 20:00:00
2715,Winnebago County Sheriff's Office,07 days 20:00:00
2716,Winnemucca Police Department,016 days 19:59:56
2717,Winooski Police Department,033 days 04:47:22
2718,Winston County Sheriff,05 days 20:00:00
2719,Winston County Sheriff's Office,021 days 19:00:00
2720,Winston-Salem Police Department,109 days 07:52:44
2721,Winthrop Police Department,1084 days 14:38:00
2722,Wiscasset Police Department,011 days 20:00:00
2723,Wise County Sheriff,027 days 21:51:23
2724,Wixom Police Department,026 days 19:14:46
2725,Woburn Police Department,07 days 07:28:46
2726,Wolcott Village Police Department,088 days 14:14:04
2727,Wolfeboro Police Department,078 days 05:16:37
2728,Wood-ridge Police Department,023 days 19:55:52
2729,Woodbridge Police Department,057 days 21:52:32
2730,Woodbury County Sheriff,01 days 20:00:00
2731,Woodbury Town Police Department,073 days 22:20:01
2732,Woodford County Sheriff's Office,028 days 02:25:23
2733,Woodlake Police Department,026 days 15:21:52
2734,Woodridge Village Police Department,032 days 21:09:24
2735,Woodruff County Sheriff's Office,057 days 09:15:30
2736,Woodruff Police Department,03 days 12:20:34
2737,Woodway Police Department,04 days 06:05:11
2738,Woonsocket Police Department,012 days 20:00:00
2739,Worcester County Sheriff,464 days 03:36:09
2740,Worcester County Sheriff's Office,014 days 12:47:07
2741,Worcester Police Department,031 days 04:10:35
2742,Worcester State University Police,014 days 14:21:04
2743,Wright County Sheriff Office,00 days 20:00:00
2744,Wright Township Police Department,02 days 19:00:00
2745,Wyandotte County Sheriff,1140 days 18:20:11
2746,Wyoming County Sheriff's Department,021 days 22:54:06
2747,Yakima County Sheriff's Office,027 days 08:00:00
2748,Yakima Police Department,161 days 15:26:10
2749,Yale University Police Department,013 days 08:22:32
2750,Yamhill County Sheriff's Office,075 days 20:00:00
2751,Yancey County Sheriff's Office,013 days 20:04:04
2752,Yankton Police Department,083 days 13:51:36
2753,Yates County Sheriffs Office,07 days 20:16:13
2754,Yavapai County Sheriff's Office,03 days 10:33:55
2755,Yazoo County Sheriff's Department,036 days 21:07:42
2756,Yell County Sheriff's Department,01 days 20:00:00
2757,Yellowstone County Sheriff's Office,031 days 09:17:00
2758,Yolo County Sheriff,03 days 04:47:37
2759,Yonkers Police Department,031 days 01:54:21
2760,York City Police Department,242 days 08:04:26
2761,York County Sheriff,01 days 20:00:00
2762,York County Sheriff's Office,021 days 21:43:23
2763,York Police Department,022 days 04:24:58
2764,Yorkville Village Police Department,277 days 00:56:00
2765,Ypsilanti Police Department,054 days 20:00:00
2766,Yreka Police Department,040 days 23:42:18
2767,Yuba City Police Department,036 days 18:46:12
2768,Yuba County Sheriff,08 days 20:00:00
2769,Yuma County Sheriff,04 days 13:54:10
2770,Yuma County Sheriff's Office,248 days 02:59:38
2771,Yuma Police Department,109 days 07:08:20
2772,Zanesville Police Department,023 days 08:58:40
2773,athens-clarke county police department,010 days 20:00:00
2774,hazlet police,09 days 20:00:00
2775,palestine police department,019 days 20:00:00
2776,police,023 days 21:35:12
2777,police department,026 days 23:58:51
2778,rancho cucamonga police department,087 days 19:59:52
2779,rochester police department,021 days 05:55:48
